"title"	"track_n"	"text"	"album"	"artist"
"307"	"Clampdown"	9	"The judge said \"Five to ten\" but I say \"Double that again\""	"London Calling"	"The Clash"
"308"	"Clampdown"	9	"I'm not (workin' for the clampdown)"	"London Calling"	"The Clash"
"309"	"Clampdown"	9	"No man born with a "	"London Calling"	"The Clash"
"310"	"Clampdown"	9	"livin' soul"	"London Calling"	"The Clash"
"311"	"Clampdown"	9	"Can be (workin' for the clampdown)"	"London Calling"	"The Clash"
"312"	"Clampdown"	9	"Kick over the wall 'cause government's to fall"	"London Calling"	"The Clash"
"313"	"Clampdown"	9	"How can you refuse it?"	"London Calling"	"The Clash"
"314"	"Clampdown"	9	"Let fury have the hour, anger can be power"	"London Calling"	"The Clash"
"315"	"Clampdown"	9	"D'you know that you can use it?"	"London Calling"	"The Clash"
"316"	"Clampdown"	9	"The voices in your head are callin'"	"London Calling"	"The Clash"
"317"	"Clampdown"	9	"Stop wasting your time, there's nothing comin'"	"London Calling"	"The Clash"
"318"	"Clampdown"	9	"Only a fool would think "	"London Calling"	"The Clash"
"319"	"Clampdown"	9	"someone could save you"	"London Calling"	"The Clash"
"320"	"Clampdown"	9	"The men at the factory are old and cunning"	"London Calling"	"The Clash"
"321"	"Clampdown"	9	"You don't owe nothin', so boy get running"	"London Calling"	"The Clash"
"322"	"Clampdown"	9	"It's the best years of your life they want to steal"	"London Calling"	"The Clash"
"323"	"Clampdown"	9	"But, you grow up and you calm down"	"London Calling"	"The Clash"
"324"	"Clampdown"	9	"And you're (workin' for the clampdown)"	"London Calling"	"The Clash"
"325"	"Clampdown"	9	"You start wearin' blue and brown"	"London Calling"	"The Clash"
"326"	"Clampdown"	9	"And (workin' for the clampdown)"	"London Calling"	"The Clash"
"327"	"Clampdown"	9	"So you got someone to boss around"	"London Calling"	"The Clash"
"328"	"Clampdown"	9	"It makes ya' feel big now"	"London Calling"	"The Clash"
"329"	"Clampdown"	9	"You drift until you brutalize"	"London Calling"	"The Clash"
"330"	"Clampdown"	9	"Make your first kill now"	"London Calling"	"The Clash"
"331"	"Clampdown"	9	"In these days of evil presidentes"	"London Calling"	"The Clash"
"332"	"Clampdown"	9	"(Workin' for the clampdown)"	"London Calling"	"The Clash"
"333"	"Clampdown"	9	"But lately one or two has fully paid their due"	"London Calling"	"The Clash"
"334"	"Clampdown"	9	"For (workin' for the clampdown)"	"London Calling"	"The Clash"
"335"	"Clampdown"	9	"Ha! Get along! Get along!"	"London Calling"	"The Clash"
"336"	"Clampdown"	9	"(Workin' for the clampdown)"	"London Calling"	"The Clash"
"337"	"Clampdown"	9	"Ha! Get along! Get along!"	"London Calling"	"The Clash"
"338"	"Clampdown"	9	"(Workin' for the clampdown)"	"London Calling"	"The Clash"
"339"	"Clampdown"	9	"Yeah I'm workin' hard in Harrisburg"	"London Calling"	"The Clash"
"340"	"Clampdown"	9	"Workin' hard in Petersburg"	"London Calling"	"The Clash"
"341"	"Clampdown"	9	"(Workin' for the clampdown)"	"London Calling"	"The Clash"
"342"	"Clampdown"	9	"(Workin' for the clampdown)"	"London Calling"	"The Clash"
"343"	"Clampdown"	9	"Ha! Get along! Get along"	"London Calling"	"The Clash"
"344"	"Clampdown"	9	"Beggin' to be melted down"	"London Calling"	"The Clash"
"345"	"Clampdown"	9	"(Get along, get along)"	"London Calling"	"The Clash"
"346"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"347"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"348"	"Clampdown"	9	"And I give away no secrets – ha!"	"London Calling"	"The Clash"
"349"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"350"	"Clampdown"	9	"More work"	"London Calling"	"The Clash"
"351"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"352"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"353"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"354"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"355"	"Clampdown"	9	"Work"	"London Calling"	"The Clash"
"356"	"Clampdown"	9	"Who's barmy now ?"	"London Calling"	"The Clash"
"357"	"The Guns of Brixton"	10	"When "	"London Calling"	"The Clash"
"358"	"The Guns of Brixton"	10	"they"	"London Calling"	"The Clash"
"359"	"The Guns of Brixton"	10	" kick at your front door"	"London Calling"	"The Clash"
"360"	"The Guns of Brixton"	10	"How you gonna come?"	"London Calling"	"The Clash"
"361"	"The Guns of Brixton"	10	"With your hands on your head"	"London Calling"	"The Clash"
"362"	"The Guns of Brixton"	10	"Or on the trigger of your gun"	"London Calling"	"The Clash"
"363"	"The Guns of Brixton"	10	"When the law break in"	"London Calling"	"The Clash"
"364"	"The Guns of Brixton"	10	"How you gonna go?"	"London Calling"	"The Clash"
"365"	"The Guns of Brixton"	10	"Shot down on the pavement"	"London Calling"	"The Clash"
"366"	"The Guns of Brixton"	10	"Or waiting in death row"	"London Calling"	"The Clash"
"367"	"The Guns of Brixton"	10	"You can crush us"	"London Calling"	"The Clash"
"368"	"The Guns of Brixton"	10	"You can bruise us"	"London Calling"	"The Clash"
"369"	"The Guns of Brixton"	10	"But you'll have to answer to"	"London Calling"	"The Clash"
"370"	"The Guns of Brixton"	10	"Oh, guns of Brixton"	"London Calling"	"The Clash"
"371"	"The Guns of Brixton"	10	"The money feels good"	"London Calling"	"The Clash"
"372"	"The Guns of Brixton"	10	"And your life you like it well"	"London Calling"	"The Clash"
"373"	"The Guns of Brixton"	10	"But surely your time will come"	"London Calling"	"The Clash"
"374"	"The Guns of Brixton"	10	"As in heaven, as in hell"	"London Calling"	"The Clash"
"375"	"The Guns of Brixton"	10	"You see, he feels like Ivan"	"London Calling"	"The Clash"
"376"	"The Guns of Brixton"	10	"Born under the Brixton sun"	"London Calling"	"The Clash"
"377"	"The Guns of Brixton"	10	"His game is called survivin'"	"London Calling"	"The Clash"
"378"	"The Guns of Brixton"	10	"At the end of The Harder They Come"	"London Calling"	"The Clash"
"379"	"The Guns of Brixton"	10	"You know it means no mercy"	"London Calling"	"The Clash"
"380"	"The Guns of Brixton"	10	"They caught him with a gun"	"London Calling"	"The Clash"
"381"	"The Guns of Brixton"	10	"No need for the Black Maria"	"London Calling"	"The Clash"
"382"	"The Guns of Brixton"	10	"Goodbye to the Brixton sun"	"London Calling"	"The Clash"
"383"	"The Guns of Brixton"	10	"You can crush us"	"London Calling"	"The Clash"
"384"	"The Guns of Brixton"	10	"You can bruise us"	"London Calling"	"The Clash"
"385"	"The Guns of Brixton"	10	"But you'll have to answer to"	"London Calling"	"The Clash"
"386"	"The Guns of Brixton"	10	"Oh, the guns of Brixton"	"London Calling"	"The Clash"
"387"	"The Guns of Brixton"	10	"(Bridge)"	"London Calling"	"The Clash"
"388"	"The Guns of Brixton"	10	"When they kick at your front door"	"London Calling"	"The Clash"
"389"	"The Guns of Brixton"	10	"How you gonna come?"	"London Calling"	"The Clash"
"390"	"The Guns of Brixton"	10	"With your hands on your head"	"London Calling"	"The Clash"
"391"	"The Guns of Brixton"	10	"Or on the trigger of your gun?"	"London Calling"	"The Clash"
"392"	"The Guns of Brixton"	10	"You can crush us"	"London Calling"	"The Clash"
"393"	"The Guns of Brixton"	10	"You can bruise us"	"London Calling"	"The Clash"
"394"	"The Guns of Brixton"	10	"You can even shoot us"	"London Calling"	"The Clash"
"395"	"The Guns of Brixton"	10	"But, oh the guns of Brixton"	"London Calling"	"The Clash"
"396"	"The Guns of Brixton"	10	"Shot down on the pavement"	"London Calling"	"The Clash"
"397"	"The Guns of Brixton"	10	"Waiting in death row"	"London Calling"	"The Clash"
"398"	"The Guns of Brixton"	10	"His game was survivin'"	"London Calling"	"The Clash"
"399"	"The Guns of Brixton"	10	"As in heaven, as in hell"	"London Calling"	"The Clash"
"400"	"The Guns of Brixton"	10	"You can crush us"	"London Calling"	"The Clash"
"401"	"The Guns of Brixton"	10	"You can bruise us"	"London Calling"	"The Clash"
"402"	"The Guns of Brixton"	10	"But you'll have to answer to"	"London Calling"	"The Clash"
"403"	"The Guns of Brixton"	10	"Oh, guns of Brixton (x4)"	"London Calling"	"The Clash"
"404"	"Wrong 'Em Boyo"	11	"Stagger Lee met Billy and they got down to gambling"	"London Calling"	"The Clash"
"405"	"Wrong 'Em Boyo"	11	"Stagger Lee throwed seven"	"London Calling"	"The Clash"
"406"	"Wrong 'Em Boyo"	11	"Billy said that he throwed eight, hey"	"London Calling"	"The Clash"
"407"	"Wrong 'Em Boyo"	11	"So Billy said, \"Hey Stagger! I'm gonna make my big attack"	"London Calling"	"The Clash"
"408"	"Wrong 'Em Boyo"	11	"I'm gonna have to leave my knife in your back\""	"London Calling"	"The Clash"
"409"	"Wrong 'Em Boyo"	11	"(C'mon, let's start all over again)"	"London Calling"	"The Clash"
"410"	"Wrong 'Em Boyo"	11	"Why do you try to cheat?"	"London Calling"	"The Clash"
"411"	"Wrong 'Em Boyo"	11	"And trample people under your feet"	"London Calling"	"The Clash"
"412"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"413"	"Wrong 'Em Boyo"	11	"To cheat the tryin' man"	"London Calling"	"The Clash"
"414"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"415"	"Wrong 'Em Boyo"	11	"To cheat the tryin' man"	"London Calling"	"The Clash"
"416"	"Wrong 'Em Boyo"	11	"But you better stop"	"London Calling"	"The Clash"
"417"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"418"	"Wrong 'Em Boyo"	11	"You lie, steal, cheat and deceit"	"London Calling"	"The Clash"
"419"	"Wrong 'Em Boyo"	11	"In such a small, small game"	"London Calling"	"The Clash"
"420"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"421"	"Wrong 'Em Boyo"	11	"To cheat the tryin' man"	"London Calling"	"The Clash"
"422"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"423"	"Wrong 'Em Boyo"	11	"To cheat the tryin' man"	"London Calling"	"The Clash"
"424"	"Wrong 'Em Boyo"	11	"You better stop"	"London Calling"	"The Clash"
"425"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"426"	"Wrong 'Em Boyo"	11	"Billy Boy has been shot"	"London Calling"	"The Clash"
"427"	"Wrong 'Em Boyo"	11	"And Stagger Lee's come out on top"	"London Calling"	"The Clash"
"428"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"429"	"Wrong 'Em Boyo"	11	"To cheat the tryin' man"	"London Calling"	"The Clash"
"430"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"431"	"Wrong 'Em Boyo"	11	"To cheat Stagger man"	"London Calling"	"The Clash"
"432"	"Wrong 'Em Boyo"	11	"You'd better stop (you better stop)"	"London Calling"	"The Clash"
"433"	"Wrong 'Em Boyo"	11	"Hey, it is the wrong 'em boyo hey"	"London Calling"	"The Clash"
"434"	"Wrong 'Em Boyo"	11	"So you must start all over again"	"London Calling"	"The Clash"
"435"	"Wrong 'Em Boyo"	11	"All over again"	"London Calling"	"The Clash"
"436"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"437"	"Wrong 'Em Boyo"	11	"Play it, Billy, play"	"London Calling"	"The Clash"
"438"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"439"	"Wrong 'Em Boyo"	11	"Well play it, Billy, play"	"London Calling"	"The Clash"
"440"	"Wrong 'Em Boyo"	11	"An' you will find"	"London Calling"	"The Clash"
"441"	"Wrong 'Em Boyo"	11	"It is the right 'em boyo"	"London Calling"	"The Clash"
"442"	"Wrong 'Em Boyo"	11	"But if you must lie and deceit"	"London Calling"	"The Clash"
"443"	"Wrong 'Em Boyo"	11	"And trample people under your feet"	"London Calling"	"The Clash"
"444"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"445"	"Wrong 'Em Boyo"	11	"To cheat the tryin' man"	"London Calling"	"The Clash"
"446"	"Wrong 'Em Boyo"	11	"(Don't ya' know it is wrong?)"	"London Calling"	"The Clash"
"447"	"Wrong 'Em Boyo"	11	"To cheat a tryin' man"	"London Calling"	"The Clash"
"448"	"Wrong 'Em Boyo"	11	"You better stop"	"London Calling"	"The Clash"
"449"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"450"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"451"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"452"	"Wrong 'Em Boyo"	11	"It is the wrong 'em"	"London Calling"	"The Clash"
"453"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"454"	"Wrong 'Em Boyo"	11	"It is the wrong 'em boyo"	"London Calling"	"The Clash"
"455"	"Death or Glory"	12	"Hey"	"London Calling"	"The Clash"
"456"	"Death or Glory"	12	"Now every cheap hood strikes a bargain with the world"	"London Calling"	"The Clash"
"457"	"Death or Glory"	12	"And ends up makin' payments on a sofa or a girl"	"London Calling"	"The Clash"
"458"	"Death or Glory"	12	"\"Love\" and \"hate\" tattooed across the knuckles of his hands"	"London Calling"	"The Clash"
"459"	"Death or Glory"	12	"Hands that slap his kids around 'cause they don't understand how"	"London Calling"	"The Clash"
"460"	"Death or Glory"	12	"Death or glory becomes just another story"	"London Calling"	"The Clash"
"461"	"Death or Glory"	12	"Death or glory becomes just another story"	"London Calling"	"The Clash"
"462"	"Death or Glory"	12	"In every gimmick hungry yob diggin' gold from rock 'n' roll"	"London Calling"	"The Clash"
"463"	"Death or Glory"	12	"Grabs the mic and tell us he'll die before he's sold"	"London Calling"	"The Clash"
"464"	"Death or Glory"	12	"But I believe in this and it's been tested by research"	"London Calling"	"The Clash"
"465"	"Death or Glory"	12	"He who fucks nuns will later join the church"	"London Calling"	"The Clash"
"466"	"Death or Glory"	12	"(Chorus)"	"London Calling"	"The Clash"
"467"	"Death or Glory"	12	"Fear in the gun sights"	"London Calling"	"The Clash"
"468"	"Death or Glory"	12	"They say \"Lie low\""	"London Calling"	"The Clash"
"469"	"Death or Glory"	12	"You say \"Ok\""	"London Calling"	"The Clash"
"470"	"Death or Glory"	12	"Don't wanna play a show"	"London Calling"	"The Clash"
"471"	"Death or Glory"	12	"No other thinking"	"London Calling"	"The Clash"
"472"	"Death or Glory"	12	"Was it death or glory now?"	"London Calling"	"The Clash"
"473"	"Death or Glory"	12	"Playin' the blues of kings"	"London Calling"	"The Clash"
"474"	"Death or Glory"	12	"Sure looks better now"	"London Calling"	"The Clash"
"475"	"Death or Glory"	12	"(Chorus)"	"London Calling"	"The Clash"
"476"	"Death or Glory"	12	"In every dingy basement on every dingy street"	"London Calling"	"The Clash"
"477"	"Death or Glory"	12	"Every draggin' handclap over every draggin' beat"	"London Calling"	"The Clash"
"478"	"Death or Glory"	12	"That's just the beat of time, beat that must go on"	"London Calling"	"The Clash"
"479"	"Death or Glory"	12	"If you've been tryin' for years we already heard your song"	"London Calling"	"The Clash"
"480"	"Death or Glory"	12	"(Chorus)"	"London Calling"	"The Clash"
"481"	"Death or Glory"	12	"Gotta march a long way"	"London Calling"	"The Clash"
"482"	"Death or Glory"	12	"Fight a long time"	"London Calling"	"The Clash"
"483"	"Death or Glory"	12	"Get to travel over mountains"	"London Calling"	"The Clash"
"484"	"Death or Glory"	12	"Got to travel over seas"	"London Calling"	"The Clash"
"485"	"Death or Glory"	12	"We gonna fight your brother"	"London Calling"	"The Clash"
"486"	"Death or Glory"	12	"We gonna fight 'til you lose"	"London Calling"	"The Clash"
"487"	"Death or Glory"	12	"We gonna raise trouble"	"London Calling"	"The Clash"
"488"	"Death or Glory"	12	"We gonna raise hell"	"London Calling"	"The Clash"
"489"	"Death or Glory"	12	"We gonna fight your brother"	"London Calling"	"The Clash"
"490"	"Death or Glory"	12	"Raise hell"	"London Calling"	"The Clash"
"491"	"Death or Glory"	12	"(Chorus x2)"	"London Calling"	"The Clash"
"492"	"Koka Kola"	13	"Elevator! Goin' up!"	"London Calling"	"The Clash"
"493"	"Koka Kola"	13	"In the gleamin' corridor of the 51st floor"	"London Calling"	"The Clash"
"494"	"Koka Kola"	13	"The money can be made if you really want some more"	"London Calling"	"The Clash"
"495"	"Koka Kola"	13	"Executive decision, at clinical precision"	"London Calling"	"The Clash"
"496"	"Koka Kola"	13	"Jumping from the windows, filled with indecision"	"London Calling"	"The Clash"
"497"	"Koka Kola"	13	"I get good advice from the advertising world"	"London Calling"	"The Clash"
"498"	"Koka Kola"	13	"Treat me nice, party girl"	"London Calling"	"The Clash"
"499"	"Koka Kola"	13	"Koke adds life where there isn't any"	"London Calling"	"The Clash"
"500"	"Koka Kola"	13	"So freeze, man, freeze"	"London Calling"	"The Clash"
"501"	"Koka Kola"	13	"It's the pause that refreshes in the corridors of power"	"London Calling"	"The Clash"
"502"	"Koka Kola"	13	"When top men need a top up long before the happy hour"	"London Calling"	"The Clash"
"503"	"Koka Kola"	13	"Your snakeskin suit and your alligator boot"	"London Calling"	"The Clash"
"504"	"Koka Kola"	13	"You don't need a launderette, you can take 'em to the vet!"	"London Calling"	"The Clash"
"505"	"Koka Kola"	13	"(Chorus)"	"London Calling"	"The Clash"
"506"	"Koka Kola"	13	"Koka Kola advertising and cocaine"	"London Calling"	"The Clash"
"507"	"Koka Kola"	13	"Strolling down the Broadway in the rain"	"London Calling"	"The Clash"
"508"	"Koka Kola"	13	"Neon light sign says it"	"London Calling"	"The Clash"
"509"	"Koka Kola"	13	"I read it in the paper, they're crazy"	"London Calling"	"The Clash"
"510"	"Koka Kola"	13	"Suit your life, maybe so"	"London Calling"	"The Clash"
"511"	"Koka Kola"	13	"In the White House, I know"	"London Calling"	"The Clash"
"512"	"Koka Kola"	13	"All Over Berlin, they do it for years"	"London Calling"	"The Clash"
"513"	"Koka Kola"	13	"And in Manhattan"	"London Calling"	"The Clash"
"514"	"Koka Kola"	13	"Comin' through the door is a snub nose forty four"	"London Calling"	"The Clash"
"515"	"Koka Kola"	13	"The barrel can't snort, it can spatter on the floor"	"London Calling"	"The Clash"
"516"	"Koka Kola"	13	"Your eyeballs feel like pinballs"	"London Calling"	"The Clash"
