"title"	"track_n"	"text"	"album"	"artist"
"13355"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"And they wonder why I rarely smoke now"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13356"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Imagine if your first blunt had you foamin' at the mouth"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13357"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"I was straight tweakin',"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13358"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"the next weekend we broke even"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13359"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"I made allegiance that made a promise to see you bleedin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13360"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"You know the reasons"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13361"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"but still will never know my life"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13362"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Kendrick a.k.a. \"Compton's Human Sacrifice\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13363"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"G-yeah, cocaine, weed"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13364"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Niggas been mixin' shit since the '80s, loc"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13365"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Sherm sticks,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13366"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"butt-nakeds"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13367"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Dip, make a nigga flip"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13368"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Cluck heads all up and down the block and shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13369"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"One time's crooked and shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13370"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Block a nigga in"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13371"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Alondra, Rosecrans, Bullis, it's Compton"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13372"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"I'm still in the hood, loc, yeah, that's cool"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13373"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Shit, the hood took me under, so I follow the rules"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13374"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"But yeah, that's like me, I grew up in the hood where they bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13375"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"And niggas that rep colors is doin' the same thang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13376"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Pass it to the left so I can smoke on me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13377"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"A couple drive-by's in the hood lately, shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13378"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Couple of IV's with the fuckin' spray-can"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13379"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Shots in the crowd, then everybody ran"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13380"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Crew I'm finna slay, the street life I crave"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13381"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Shots hit the enemy, hearts turn brave"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13382"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Mount up, regulators in the whip"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13383"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Down the boulevard with the pistol grip, yeah"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13384"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Trip, we in the hood still"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13385"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"So, loc, grab a strap 'cause yeah, it's so real, yeah"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13386"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Deal with the outcome, a strap in the hand"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13387"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"And a bird and ten grand's where a mothafucka stand"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13388"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"If I told you I killed a nigga at sixteen, would you believe me?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13389"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Or see me to be innocent Kendrick you seen in the street"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13390"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"With a basketball"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13391"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"and some Now and Laters to eat?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13392"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"If I mentioned all of my skeletons, would you jump in the seat?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13393"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Would you say my intelligence now is great relief?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13394"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"And it's safe to say that our next generation maybe can sleep"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13395"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"With dreams of bein' a lawyer or doctor"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13396"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Instead of boy with a chopper that hold the cul-de-sac hostage"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13397"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Kill 'em all if they gossip"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13398"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"The Children of the Corn,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13399"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"they vandalizin' the option"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13400"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Of livin' a lie, drown their body with toxins"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13401"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Constantly drinkin' and drive"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13402"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Hit the powder, then watch this flame that arrive in his eye"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13403"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Listen, coward, the concept is aim and then bang it and slide"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13404"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Out that bitch with deposit,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13405"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"a price on his head,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13406"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"the tithes"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13407"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Probably go to the projects, I"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13408"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Live inside the belly of the rough, Compton, USA"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13409"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Made Me an Angel on Angel Dust, what!"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13410"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"M.A.A.d city"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13411"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Compton"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13412"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Nigga, pass Dot the bottle, damn!"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13413"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"You ain't the one that got fucked up"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13414"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"What you holdin' it for?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13415"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Niggas always actin' unsensitive and shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13416"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Nigga, that ain't no word"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13417"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Nigga, shut up!"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13418"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Hey, Dot, you good, my nigga?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13419"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Don't even trip"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13420"	"<U+200B>m.A.A.d city (Ft. MC Eiht)"	8	"Just lay back and drink that"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13421"	"Swimming Pools (Drank)"	9	"Pour up (drank), head shot (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13422"	"Swimming Pools (Drank)"	9	"Sit down (drank), stand up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13423"	"Swimming Pools (Drank)"	9	"Pass out (drank), wake up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13424"	"Swimming Pools (Drank)"	9	"Faded (drank), faded (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13425"	"Swimming Pools (Drank)"	9	"Now I done grew up 'round some people livin' their life in bottles"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13426"	"Swimming Pools (Drank)"	9	"Granddaddy had the golden flask"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13427"	"Swimming Pools (Drank)"	9	"Backstroke every day in Chicago"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13428"	"Swimming Pools (Drank)"	9	"Some people like the way it feels"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13429"	"Swimming Pools (Drank)"	9	"Some people wanna kill their sorrows"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13430"	"Swimming Pools (Drank)"	9	"Some people wanna fit in with the popular,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13431"	"Swimming Pools (Drank)"	9	"that was my problem"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13432"	"Swimming Pools (Drank)"	9	"I was in a dark room, loud tunes"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13433"	"Swimming Pools (Drank)"	9	"Lookin' to make a vow soon"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13434"	"Swimming Pools (Drank)"	9	"That I'ma get fucked up, fillin' up my cup"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13435"	"Swimming Pools (Drank)"	9	"I see the crowd mood"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13436"	"Swimming Pools (Drank)"	9	"Changin' by the minute"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13437"	"Swimming Pools (Drank)"	9	"and the record on repeat"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13438"	"Swimming Pools (Drank)"	9	"Took a sip, then another sip, then somebody said to me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13439"	"Swimming Pools (Drank)"	9	"Nigga, why you babysittin' only two or three shots?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13440"	"Swimming Pools (Drank)"	9	"I'ma show you how to turn it up a notch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13441"	"Swimming Pools (Drank)"	9	"First you get a swimming pool full of liquor, then you dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13442"	"Swimming Pools (Drank)"	9	"Pool full of liquor, then you dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13443"	"Swimming Pools (Drank)"	9	"I wave a few bottles, then I watch 'em all flock"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13444"	"Swimming Pools (Drank)"	9	"All the girls wanna play "	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13445"	"Swimming Pools (Drank)"	9	"Baywatch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13446"	"Swimming Pools (Drank)"	9	"I got a swimming pool full of liquor and they dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13447"	"Swimming Pools (Drank)"	9	"Pool full of liquor, I'ma dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13448"	"Swimming Pools (Drank)"	9	"Pour up (drank), head shot (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13449"	"Swimming Pools (Drank)"	9	"Sit down (drank), stand up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13450"	"Swimming Pools (Drank)"	9	"Pass out (drank), wake up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13451"	"Swimming Pools (Drank)"	9	"Faded (drank), faded (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13452"	"Swimming Pools (Drank)"	9	"his conscience"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13453"	"Swimming Pools (Drank)"	9	"Okay, now open your mind up and listen me, Kendrick"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13454"	"Swimming Pools (Drank)"	9	"I am your conscience, if you do not hear me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13455"	"Swimming Pools (Drank)"	9	"Then you will be history, Kendrick"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13456"	"Swimming Pools (Drank)"	9	"I know that you're nauseous right now"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13457"	"Swimming Pools (Drank)"	9	"And I'm hopin' to lead you to victory, Kendrick"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13458"	"Swimming Pools (Drank)"	9	"If I take another one down"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13459"	"Swimming Pools (Drank)"	9	"I'ma drown in some poison, abusin' my limit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13460"	"Swimming Pools (Drank)"	9	"I think that I'm feelin' the vibe, I see the love in her eyes"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13461"	"Swimming Pools (Drank)"	9	"I see the feelin', the freedom is granted"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13462"	"Swimming Pools (Drank)"	9	"As soon as the damage of vodka arrived"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13463"	"Swimming Pools (Drank)"	9	"This how you capitalize, this is parental advice"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13464"	"Swimming Pools (Drank)"	9	"Then apparently, I'm over-influenced by what you are doin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13465"	"Swimming Pools (Drank)"	9	"I thought I was doin' the most 'til someone said to me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13466"	"Swimming Pools (Drank)"	9	"Nigga, why you babysittin' only two or three shots?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13467"	"Swimming Pools (Drank)"	9	"I'ma show you how to turn it up a notch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13468"	"Swimming Pools (Drank)"	9	"First you get a swimming pool full of liquor, then you dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13469"	"Swimming Pools (Drank)"	9	"Pool full of liquor, then you dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13470"	"Swimming Pools (Drank)"	9	"I wave a few bottles, then I watch 'em all flock"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13471"	"Swimming Pools (Drank)"	9	"All the girls wanna play Baywatch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13472"	"Swimming Pools (Drank)"	9	"I got a swimming pool full of liquor and they dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13473"	"Swimming Pools (Drank)"	9	"Pool full of liquor, I'ma dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13474"	"Swimming Pools (Drank)"	9	"Pour up (drank), head shot (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13475"	"Swimming Pools (Drank)"	9	"Sit down (drank), stand up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13476"	"Swimming Pools (Drank)"	9	"Pass out (drank), wake up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13477"	"Swimming Pools (Drank)"	9	"Faded (drank), faded (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13478"	"Swimming Pools (Drank)"	9	"I ride, you ride, bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13479"	"Swimming Pools (Drank)"	9	"One chopper, one hundred shots, bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13480"	"Swimming Pools (Drank)"	9	"Hop out, do you bang?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13481"	"Swimming Pools (Drank)"	9	"Two chopper, two hundred shots, bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13482"	"Swimming Pools (Drank)"	9	"I ride, you ride, bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13483"	"Swimming Pools (Drank)"	9	"One chopper, one hundred shots, bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13484"	"Swimming Pools (Drank)"	9	"Hop out, do you bang?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13485"	"Swimming Pools (Drank)"	9	"Two chopper, two hundred shots, bang"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13486"	"Swimming Pools (Drank)"	9	"Nigga, why you babysittin' only two or three shots?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13487"	"Swimming Pools (Drank)"	9	"I'ma show you how to turn it up a notch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13488"	"Swimming Pools (Drank)"	9	"First you get a swimming pool full of liquor, then you dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13489"	"Swimming Pools (Drank)"	9	"Pool full of liquor, then you dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13490"	"Swimming Pools (Drank)"	9	"I wave a few bottles, then I watch 'em all flock"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13491"	"Swimming Pools (Drank)"	9	"All the girls wanna play Baywatch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13492"	"Swimming Pools (Drank)"	9	"I got a swimming pool full of liquor and they dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13493"	"Swimming Pools (Drank)"	9	"Pool full of liquor, I'ma dive in it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13494"	"Swimming Pools (Drank)"	9	"Pour up (drank), head shot (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13495"	"Swimming Pools (Drank)"	9	"Sit down (drank), stand up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13496"	"Swimming Pools (Drank)"	9	"Pass out (drank), wake up (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13497"	"Swimming Pools (Drank)"	9	"Faded (drank), faded (drank)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13498"	"Swimming Pools (Drank)"	9	"Aw man… where is she takin' me?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13499"	"Swimming Pools (Drank)"	9	"Where is she takin' me?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13500"	"Swimming Pools (Drank)"	9	"All I have in life is my new appetite for failure"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13501"	"Swimming Pools (Drank)"	9	"And I got hunger pain that grow insane"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13502"	"Swimming Pools (Drank)"	9	"Tell me, do that sound familiar?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13503"	"Swimming Pools (Drank)"	9	"If it do, then you're like me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13504"	"Swimming Pools (Drank)"	9	"Makin' excuse that your relief"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13505"	"Swimming Pools (Drank)"	9	"Is in the bottom of the bottle and the greenest indo leaf"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13506"	"Swimming Pools (Drank)"	9	"As the window open I release"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13507"	"Swimming Pools (Drank)"	9	"Everything that corrode inside of me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13508"	"Swimming Pools (Drank)"	9	"I see you jokin', why you laugh?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13509"	"Swimming Pools (Drank)"	9	"Don't you feel bad? I probably sleep"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13510"	"Swimming Pools (Drank)"	9	"And never ever wake up"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13511"	"Swimming Pools (Drank)"	9	"Never ever wake up, never ever wake up"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13512"	"Swimming Pools (Drank)"	9	"In God I trust, but just when I thought I had enough"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13513"	"Swimming Pools (Drank)"	9	"They stomped the homie out over a bitch?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13514"	"Swimming Pools (Drank)"	9	"K-dot, you good, blood?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13515"	"Swimming Pools (Drank)"	9	"Now we can drop, ye we can drop you back off"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13516"	"Swimming Pools (Drank)"	9	"That nigga's straight, man, that nigga ain't trippin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13517"	"Swimming Pools (Drank)"	9	"We gon' do the same ol' shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13518"	"Swimming Pools (Drank)"	9	"I'ma pop a few shots, they gon' run, they gon' run opposite ways"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13519"	"Swimming Pools (Drank)"	9	"Fall right in ----'s lap"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13520"	"Swimming Pools (Drank)"	9	"And he gon' tear they ass up, simple as that"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13521"	"Swimming Pools (Drank)"	9	"And I hope that bitch that set him up out there"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13522"	"Swimming Pools (Drank)"	9	"We gon' pop that bitch too"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13523"	"Swimming Pools (Drank)"	9	"Wait hold up, ayy, I see somebody"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13524"	"Swimming Pools (Drank)"	9	"{Car door opens and gunshots are fired}"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13525"	"Swimming Pools (Drank)"	9	"Aha! Got them niggas, K-dot, you good?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13526"	"Swimming Pools (Drank)"	9	"L----, you good?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13527"	"Swimming Pools (Drank)"	9	"Yeah, blood, I'm good – "	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13528"	"Swimming Pools (Drank)"	9	"Dave, you good?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13529"	"Swimming Pools (Drank)"	9	"Dave? Dave, say somethin' – Dave?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13530"	"Swimming Pools (Drank)"	9	"These bitch-ass niggas killed my brother!"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13531"	"Sing About Me, I'm Dying of Thirst"	10	"When the lights shut off and it's my turn"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13532"	"Sing About Me, I'm Dying of Thirst"	10	"To settle down, my main concern"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13533"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13534"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13535"	"Sing About Me, I'm Dying of Thirst"	10	"I said when the lights shut off and it's my turn"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13536"	"Sing About Me, I'm Dying of Thirst"	10	"To settle down, my main concern"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13537"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13538"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13539"	"Sing About Me, I'm Dying of Thirst"	10	"I woke up this morning and figured I'd call you"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13540"	"Sing About Me, I'm Dying of Thirst"	10	"In case I'm not here tomorrow"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13541"	"Sing About Me, I'm Dying of Thirst"	10	"I'm hopin' that I can borrow"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13542"	"Sing About Me, I'm Dying of Thirst"	10	"A peace of mind, I'm behind on what's really important"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13543"	"Sing About Me, I'm Dying of Thirst"	10	"My mind is really distorted"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13544"	"Sing About Me, I'm Dying of Thirst"	10	"I find nothing but trouble in my life"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13545"	"Sing About Me, I'm Dying of Thirst"	10	"I'm fortunate you believe in a dream"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13546"	"Sing About Me, I'm Dying of Thirst"	10	"This orphanage we call a ghetto is quite a routine"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13547"	"Sing About Me, I'm Dying of Thirst"	10	"And last night was just another distraction"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13548"	"Sing About Me, I'm Dying of Thirst"	10	"Or a reaction of what we consider madness"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13549"	"Sing About Me, I'm Dying of Thirst"	10	"I know exactly what happened"	"good kid, m.A.A.d city"	"Kendrick Lamar"
